Item_Identifier,Item_Weight,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Outlet_Age,Item_Visibility_bins,regular,Supermarket Type1,Supermarket Type2,Supermarket Type3,food,non-consumable
food,16.7,182.1976,OUT035,2,1,724.3904,18,2,1,1,0,0,1,0
food,8.315,143.6444,OUT010,1,2,145.1444,24,1,1,0,0,0,1,0
food,12.792854228644991,173.8054,OUT019,2,0,175.1054,37,1,0,0,0,0,1,0
food,16.75,258.4988,OUT035,2,1,4111.9808,18,2,0,1,0,0,1,0
food,12.792854228644991,98.8384,OUT019,2,0,492.692,37,2,0,0,0,0,1,0
non-consumable,12.5,42.9112,OUT049,1,0,1022.6688,23,1,0,1,0,0,0,1
food,6.8,49.9034,OUT046,2,0,194.4136,25,1,0,1,0,0,1,0
food,7.3,149.8076,OUT013,0,2,2808.3444,35,2,0,1,0,0,1,0
non-consumable,15.85,42.5112,OUT049,1,0,852.224,23,1,0,1,0,0,0,1
drinks,12.1,56.5614,OUT035,2,1,828.921,18,1,1,1,0,0,0,0
food,9.195,107.6596,OUT045,1,1,323.5788,20,2,1,1,0,0,1,0
food,7.59,174.708,OUT013,0,2,2942.836,35,0,1,1,0,0,1,0
food,12.15,34.5532,OUT013,0,2,359.532,35,1,0,1,0,0,1,0
food,19.75,179.766,OUT010,1,2,719.064,24,1,1,0,0,0,1,0
non-consumable,18.85,130.2626,OUT035,2,1,2360.9268,18,1,0,1,0,0,0,1
food,12.15,211.2928,OUT013,0,2,2735.1064,35,1,0,1,0,0,1,0
food,13.1,174.2054,OUT035,2,1,3677.2134,18,1,0,1,0,0,1,0
food,12.792854228644991,146.7076,OUT027,1,2,3842.9976,37,2,0,0,0,1,1,0
food,7.895,58.5588,OUT013,0,2,171.7764,35,1,1,1,0,0,1,0
food,12.792854228644991,118.9098,OUT019,2,0,120.5098,37,2,1,0,0,0,1,0
food,16.75,38.9822,OUT049,1,0,628.5152,23,1,0,1,0,0,1,0
non-consumable,16.35,198.211,OUT035,2,1,2946.165,18,1,0,1,0,0,0,1
drinks,8.21,149.5392,OUT035,2,1,1789.6704,18,1,0,1,0,0,0,0
drinks,15.85,58.3904,OUT017,1,1,468.7232,15,2,0,1,0,0,0,0
food,16.2,100.47,OUT049,1,0,1597.92,23,1,0,1,0,0,1,0
food,17.5,264.491,OUT046,2,0,3681.874,25,1,0,1,0,0,1,0
food,12.792854228644991,107.4622,OUT019,2,0,317.5866,37,2,0,0,0,0,1,0
food,13.65,198.1426,OUT035,2,1,1977.426,18,2,1,1,0,0,1,0
food,11.35,88.9856,OUT045,1,1,1230.3984,20,1,1,1,0,0,1,0
food,10.8,191.1504,OUT035,2,1,4410.2592,18,2,0,1,0,0,1,0
food,7.47,211.8218,OUT013,0,2,1496.0526,35,0,1,1,0,0,1,0
food,19.85,126.402,OUT046,2,0,1012.016,25,1,0,1,0,0,1,0
food,8.39,113.6176,OUT017,1,1,2862.94,15,1,1,1,0,0,1,0
food,10.8,239.2222,OUT049,1,0,6692.6216,23,1,0,1,0,0,1,0
non-consumable,15.0,140.2838,OUT046,2,0,1404.838,25,1,0,1,0,0,0,1
non-consumable,17.35,176.7712,OUT017,1,1,2812.3392,15,0,0,1,0,0,0,1
food,14.1,198.8084,OUT010,1,2,992.042,24,2,0,0,0,0,1,0
food,19.2,226.6062,OUT017,1,1,5191.2426,15,1,1,1,0,0,1,0
food,15.6,78.067,OUT049,1,0,1148.505,23,2,0,1,0,0,1,0
non-consumable,20.5,154.134,OUT017,1,1,2909.546,15,1,0,1,0,0,0,1
food,12.792854228644991,122.3072,OUT019,2,0,122.5072,37,2,0,0,0,0,1,0
food,10.6,41.4454,OUT035,2,1,1468.089,18,1,0,1,0,0,1,0
food,15.1,143.3786,OUT035,2,1,1733.7432,18,2,1,1,0,0,1,0
food,7.035,264.691,OUT018,1,2,5785.802,13,1,0,0,1,0,1,0
food,16.0,142.4154,OUT017,1,1,1985.4156,15,2,0,1,0,0,1,0
food,13.65,262.6936,OUT046,2,0,4175.8976,25,2,1,1,0,0,1,0
non-consumable,18.85,246.7144,OUT013,0,2,6615.3888,35,1,0,1,0,0,0,1
drinks,6.115,190.353,OUT035,2,1,569.259,18,1,1,1,0,0,0,0
food,8.96,196.5768,OUT018,1,2,2759.0752,13,2,1,0,1,0,1,0
food,19.6,165.9526,OUT035,2,1,2631.2416,18,1,0,1,0,0,1,0
food,9.195,182.2634,OUT010,1,2,363.5268,24,0,0,0,0,0,1,0
non-consumable,8.97,52.7956,OUT046,2,0,1037.3164,25,2,0,1,0,0,0,1
food,9.3,183.9292,OUT049,1,0,3283.7256,23,2,0,1,0,0,1,0
food,17.7,162.421,OUT035,2,1,1468.089,18,1,1,1,0,0,1,0
drinks,7.27,111.9518,OUT049,1,0,1138.518,23,2,0,1,0,0,0,0
food,20.7,92.8436,OUT010,1,2,189.0872,24,0,1,0,0,0,1,0
food,16.1,32.8558,OUT013,0,2,339.558,35,0,1,1,0,0,1,0
food,12.792854228644991,78.8644,OUT019,2,0,314.2576,37,2,1,0,0,0,1,0
food,20.75,193.3478,OUT013,0,2,6006.1818,35,2,0,1,0,0,1,0
non-consumable,20.2,123.6046,OUT046,2,0,2988.1104,25,2,0,1,0,0,0,1
non-consumable,5.51,98.5726,OUT017,1,1,1761.7068,15,1,0,1,0,0,0,1
food,20.2,129.0678,OUT017,1,1,3560.6984,15,1,1,1,0,0,1,0
food,14.7,48.5034,OUT018,1,2,874.8612,13,2,0,0,1,0,1,0
food,20.0,168.5132,OUT035,2,1,2874.9244,18,1,1,1,0,0,1,0
non-consumable,17.1,112.986,OUT010,1,2,113.186,24,2,0,0,0,0,0,1
non-consumable,11.5,132.6626,OUT010,1,2,262.3252,24,1,0,0,0,0,0,1
food,11.15,104.4648,OUT018,1,2,2181.1608,13,2,1,0,1,0,1,0
food,16.2,43.3454,OUT049,1,0,503.3448,23,1,0,1,0,0,1,0
food,16.1,76.0328,OUT049,1,0,1853.5872,23,2,0,1,0,0,1,0
food,12.792854228644991,191.2162,OUT027,1,2,7504.2318,37,2,0,0,0,1,1,0
food,15.0,59.4904,OUT018,1,2,644.4944,13,1,1,0,1,0,1,0
food,12.8,263.0252,OUT013,0,2,2885.5772,35,2,0,1,0,0,1,0
food,5.985,125.2678,OUT035,2,1,1017.3424,18,1,0,1,0,0,1,0
food,19.35,120.3098,OUT035,2,1,2530.7058,18,1,1,1,0,0,1,0
non-consumable,16.6,109.8596,OUT018,1,2,1617.894,13,1,0,0,1,0,0,1
food,12.792854228644991,106.2622,OUT027,1,2,2328.9684,37,1,0,0,0,1,1,0
food,11.5,189.253,OUT049,1,0,1328.271,23,2,0,1,0,0,1,0
non-consumable,8.88,207.727,OUT010,1,2,209.727,24,0,0,0,0,0,0,1
food,11.6,177.9686,OUT046,2,0,1244.3802,25,1,0,1,0,0,1,0
food,9.8,101.7016,OUT017,1,1,1518.024,15,1,0,1,0,0,1,0
food,9.395,139.1838,OUT045,1,1,1685.8056,20,0,1,1,0,0,1,0
food,12.3,193.3162,OUT046,2,0,3078.6592,25,1,0,1,0,0,1,0
drinks,16.1,192.6846,OUT046,2,0,2866.269,25,1,0,1,0,0,0,0
food,19.1,147.5418,OUT010,1,2,294.2836,24,1,1,0,0,0,1,0
non-consumable,8.43,174.0422,OUT049,1,0,2069.3064,23,0,0,1,0,0,0,1
food,14.5,260.4594,OUT010,1,2,1046.6376,24,2,1,0,0,0,1,0
drinks,8.27,184.8924,OUT046,2,0,4442.2176,25,2,1,1,0,0,0,0
food,7.02,148.0734,OUT017,1,1,1930.1542,15,2,0,1,0,0,1,0
food,20.0,128.0678,OUT045,1,1,1780.3492,20,1,1,1,0,0,1,0
drinks,7.81,246.0486,OUT045,1,1,7086.1094,20,2,0,1,0,0,0,0
food,12.792854228644991,158.6604,OUT019,2,0,316.9208,37,1,0,0,0,0,1,0
non-consumable,13.1,189.853,OUT013,0,2,3415.554,35,1,0,1,0,0,0,1
food,15.2,216.5824,OUT045,1,1,5241.1776,20,1,0,1,0,0,1,0
drinks,10.8,74.738,OUT046,2,0,1025.332,25,1,0,1,0,0,0,0
food,12.6,50.7982,OUT035,2,1,473.3838,18,1,0,1,0,0,1,0
non-consumable,12.15,115.015,OUT049,1,0,2912.875,23,1,0,1,0,0,0,1
food,7.42,248.9092,OUT045,1,1,5976.2208,20,1,0,1,0,0,1,0
food,12.792854228644991,172.4764,OUT019,2,0,687.1056,37,1,1,0,0,0,1,0
food,6.885,111.4228,OUT017,1,1,2984.1156,15,0,1,1,0,0,1,0
non-consumable,12.792854228644991,42.177,OUT027,1,2,1255.033,37,1,0,0,0,1,0,1
non-consumable,20.25,246.446,OUT017,1,1,3695.19,15,1,0,1,0,0,0,1
food,15.3,214.0218,OUT045,1,1,1068.609,20,2,1,1,0,0,1,0
food,9.21,122.4414,OUT049,1,0,1583.9382,23,1,0,1,0,0,1,0
food,15.6,220.4798,OUT018,1,2,661.1394,13,1,0,0,1,0,1,0
food,15.35,62.7168,OUT049,1,0,958.752,23,1,0,1,0,0,1,0
food,12.15,190.3872,OUT045,1,1,2836.308,20,0,1,1,0,0,1,0
non-consumable,12.792854228644991,164.0552,OUT027,1,2,5523.4768,37,2,0,0,0,1,0,1
non-consumable,11.395,50.3034,OUT049,1,0,972.068,23,1,0,1,0,0,0,1
food,17.1,111.9886,OUT046,2,0,3002.0922,25,1,0,1,0,0,1,0
food,18.85,119.044,OUT035,2,1,1198.44,18,2,1,1,0,0,1,0
non-consumable,19.6,251.9698,OUT046,2,0,4566.0564,25,2,0,1,0,0,0,1
food,11.3,258.1962,OUT017,1,1,4402.9354,15,2,1,1,0,0,1,0
food,12.792854228644991,255.3698,OUT027,1,2,4819.7262,37,1,0,0,0,1,1,0
food,5.785,260.7252,OUT046,2,0,6033.4796,25,1,1,1,0,0,1,0
food,5.82,257.633,OUT013,0,2,1537.998,35,2,1,1,0,0,1,0
food,9.0,168.0816,OUT018,1,2,2181.1608,13,2,0,0,1,0,1,0
food,12.792854228644991,139.1838,OUT027,1,2,4916.933,37,2,1,0,0,1,1,0
food,7.895,59.2588,OUT035,2,1,801.6232,18,1,1,1,0,0,1,0
drinks,13.8,247.4802,OUT045,1,1,1474.0812,20,1,0,1,0,0,0,0
food,5.44,238.7538,OUT049,1,0,3605.307,23,1,0,1,0,0,1,0
food,16.7,109.8912,OUT013,0,2,873.5296,35,2,0,1,0,0,1,0
non-consumable,19.85,46.9376,OUT013,0,2,575.2512,35,1,0,1,0,0,0,1
food,10.395,49.0008,OUT017,1,1,860.2136,15,2,1,1,0,0,1,0
drinks,12.792854228644991,40.5138,OUT019,2,0,40.6138,37,1,0,0,0,0,0,0
food,12.792854228644991,87.7882,OUT019,2,0,515.3292,37,0,1,0,0,0,1,0
non-consumable,15.1,237.9248,OUT049,1,0,2133.2232,23,1,0,1,0,0,0,1
food,20.5,121.2756,OUT018,1,2,2181.1608,13,1,0,0,1,0,1,0
food,15.6,124.9704,OUT045,1,1,2253.0672,20,1,0,1,0,0,1,0
drinks,16.75,39.9822,OUT035,2,1,746.3618,18,1,1,1,0,0,0,0
food,10.85,104.9622,OUT018,1,2,1482.0708,13,0,0,0,1,0,1,0
food,16.2,98.6726,OUT017,1,1,1272.3438,15,1,1,1,0,0,1,0
food,7.72,116.6466,OUT010,1,2,117.8466,24,0,1,0,0,0,1,0
food,12.792854228644991,120.044,OUT027,1,2,4434.228,37,2,0,0,0,1,1,0
food,5.785,180.466,OUT013,0,2,719.064,35,1,1,1,0,0,1,0
food,12.792854228644991,181.6318,OUT027,1,2,1263.0226,37,1,1,0,0,1,1,0
food,15.2,216.3824,OUT035,2,1,6114.7072,18,1,0,1,0,0,1,0
food,13.1,196.3768,OUT035,2,1,2167.8448,18,2,1,1,0,0,1,0
food,6.32,41.0822,OUT013,0,2,942.7728,35,1,0,1,0,0,1,0
food,17.85,124.902,OUT013,0,2,1897.53,35,1,0,1,0,0,1,0
food,12.792854228644991,101.2016,OUT027,1,2,2631.2416,37,2,1,0,0,1,1,0
drinks,13.85,141.7154,OUT013,0,2,2978.1234,35,1,0,1,0,0,0,0
drinks,5.78,147.3102,OUT018,1,2,2332.9632,13,1,0,0,1,0,0,0
food,12.792854228644991,62.1194,OUT019,2,0,123.8388,37,2,1,0,0,0,1,0
food,6.885,108.5228,OUT045,1,1,1989.4104,20,0,1,1,0,0,1,0
non-consumable,8.42,216.0192,OUT035,2,1,2372.9112,18,2,0,1,0,0,0,1
drinks,7.63,94.6436,OUT017,1,1,1607.2412,15,1,0,1,0,0,0,0
food,10.5,80.896,OUT017,1,1,958.752,15,2,1,1,0,0,1,0
food,7.575,197.7768,OUT010,1,2,197.0768,24,2,0,0,0,0,1,0
food,13.5,81.396,OUT013,0,2,1198.44,35,1,1,1,0,0,1,0
food,12.15,120.244,OUT045,1,1,2277.036,20,1,0,1,0,0,1,0
food,5.405,197.7742,OUT035,2,1,796.2968,18,1,1,1,0,0,1,0
food,7.435,208.7638,OUT046,2,0,3105.957,25,2,0,1,0,0,1,0
food,4.635,127.0994,OUT045,1,1,2826.9868,20,0,0,1,0,0,1,0
food,8.96,197.7768,OUT045,1,1,3153.2288,20,2,1,1,0,0,1,0
non-consumable,18.35,191.9504,OUT018,1,2,5369.0112,13,2,0,0,1,0,0,1
food,11.65,173.5422,OUT049,1,0,3448.844,23,1,1,1,0,0,1,0
food,10.5,121.3098,OUT049,1,0,1446.1176,23,2,0,1,0,0,1,0
non-consumable,7.39,140.7812,OUT018,1,2,1567.2932,13,2,0,0,1,0,0,1
food,12.792854228644991,154.5314,OUT027,1,2,1396.1826,37,0,1,0,0,1,1,0
food,14.0,215.7192,OUT046,2,0,1078.596,25,1,0,1,0,0,1,0
food,18.5,145.8102,OUT010,1,2,291.6204,24,2,1,0,0,0,1,0
food,13.65,79.6302,OUT045,1,1,554.6114,20,1,1,1,0,0,1,0
food,14.15,244.1828,OUT045,1,1,731.0484,20,1,0,1,0,0,1,0
food,10.1,225.6088,OUT017,1,1,4250.4672,15,1,1,1,0,0,1,0
food,10.1,117.615,OUT018,1,2,1514.695,13,1,0,0,1,0,1,0
drinks,13.85,115.0492,OUT049,1,0,4054.722,23,1,0,1,0,0,0,0
food,13.1,178.5318,OUT045,1,1,3067.3406,20,1,1,1,0,0,1,0
non-consumable,18.75,104.828,OUT049,1,0,2343.616,23,1,0,1,0,0,0,1
food,14.0,52.064,OUT013,0,2,852.224,35,0,1,1,0,0,1,0
drinks,16.1,192.8846,OUT049,1,0,5350.3688,23,1,0,1,0,0,0,0
food,12.792854228644991,179.9002,OUT027,1,2,4119.3046,37,2,0,0,0,1,1,0
food,12.792854228644991,141.7154,OUT019,2,0,425.4462,37,1,1,0,0,0,1,0
non-consumable,12.35,119.8124,OUT045,1,1,2133.2232,20,0,0,1,0,0,0,1
food,20.7,215.0876,OUT045,1,1,5145.3024,20,1,1,1,0,0,1,0
food,7.825,62.7826,OUT018,1,2,1162.4868,13,2,0,0,1,0,1,0
non-consumable,12.792854228644991,53.6614,OUT019,2,0,165.7842,37,1,0,0,0,0,0,1
food,12.1,222.0114,OUT045,1,1,3547.3824,20,2,0,1,0,0,1,0
non-consumable,12.792854228644991,123.1756,OUT027,1,2,1211.756,37,1,0,0,0,1,0,1
non-consumable,14.65,162.4552,OUT045,1,1,2274.3728,20,2,0,1,0,0,0,1
food,12.792854228644991,177.237,OUT027,1,2,4763.799,37,1,1,0,0,1,1,0
food,20.75,238.188,OUT046,2,0,5033.448,25,2,1,1,0,0,1,0
non-consumable,11.15,65.0142,OUT049,1,0,1120.5414,23,1,0,1,0,0,0,1
drinks,12.1,144.3444,OUT049,1,0,2612.5992,23,1,0,1,0,0,0,0
food,11.6,168.3474,OUT017,1,1,4548.0798,15,0,1,1,0,0,1,0
food,17.6,173.7422,OUT017,1,1,5863.0348,15,1,0,1,0,0,1,0
non-consumable,12.792854228644991,127.9678,OUT019,2,0,254.3356,37,2,0,0,0,0,0,1
food,12.792854228644991,108.9254,OUT027,1,2,2713.135,37,1,0,0,0,1,1,0
food,10.65,54.0272,OUT046,2,0,447.4176,25,1,0,1,0,0,1,0
food,18.35,86.2882,OUT018,1,2,1631.8758,13,2,1,0,1,0,1,0
food,7.35,241.3512,OUT045,1,1,5331.7264,20,1,1,1,0,0,1,0
food,18.2,146.4734,OUT049,1,0,3563.3616,23,1,0,1,0,0,1,0
food,8.39,116.0176,OUT049,1,0,1603.2464,23,1,1,1,0,0,1,0
food,14.3,121.973,OUT013,0,2,2709.806,35,2,0,1,0,0,1,0
food,10.195,239.8538,OUT017,1,1,4086.0146,15,1,1,1,0,0,1,0
food,14.15,245.3828,OUT018,1,2,1705.7796,13,1,0,0,1,0,1,0
drinks,16.2,153.7972,OUT045,1,1,1402.1748,20,1,0,1,0,0,0,0
non-consumable,12.792854228644991,195.2478,OUT027,1,2,7168.6686,37,2,0,0,0,1,0,1
drinks,12.65,159.9578,OUT010,1,2,962.7468,24,2,0,0,0,0,0,0
drinks,12.792854228644991,37.319,OUT027,1,2,1281.665,37,1,0,0,0,1,0,0
food,10.895,107.228,OUT010,1,2,426.112,24,1,0,0,0,0,1,0
food,5.735,176.337,OUT046,2,0,1764.37,25,1,0,1,0,0,1,0
food,17.85,93.7436,OUT017,1,1,1701.7848,15,0,0,1,0,0,1,0
food,5.82,255.433,OUT046,2,0,4357.661,25,2,1,1,0,0,1,0
non-consumable,10.0,146.9102,OUT035,2,1,3207.8244,18,2,0,1,0,0,0,1
food,17.6,38.119,OUT035,2,1,732.38,18,1,1,1,0,0,1,0
drinks,12.792854228644991,173.308,OUT027,1,2,6751.212,37,1,0,0,0,1,0,0
food,10.1,77.567,OUT013,0,2,306.268,35,1,0,1,0,0,1,0
food,12.792854228644991,241.2512,OUT027,1,2,8239.9408,37,1,1,0,0,1,1,0
food,17.6,97.241,OUT046,2,0,193.082,25,1,1,1,0,0,1,0
food,8.645,53.3982,OUT035,2,1,1209.7586,18,1,0,1,0,0,1,0
food,19.5,155.9314,OUT046,2,0,3878.285,25,2,0,1,0,0,1,0
food,7.68,190.8162,OUT017,1,1,2693.8268,15,2,0,1,0,0,1,0
drinks,15.7,43.277,OUT045,1,1,649.155,20,1,0,1,0,0,0,0
food,5.405,199.0742,OUT045,1,1,4777.7808,20,1,1,1,0,0,1,0
food,20.85,86.9514,OUT045,1,1,1416.8224,20,1,1,1,0,0,1,0
non-consumable,7.39,140.4812,OUT017,1,1,2422.1804,15,2,0,1,0,0,0,1
food,6.465,263.1884,OUT018,1,2,2914.8724,13,1,0,0,1,0,1,0
food,18.25,197.6084,OUT045,1,1,2380.9008,20,1,0,1,0,0,1,0
food,12.792854228644991,222.3772,OUT027,1,2,1556.6404,37,2,1,0,0,1,1,0
food,12.792854228644991,230.001,OUT019,2,0,689.103,37,1,0,0,0,0,1,0
food,10.195,31.9558,OUT013,0,2,373.5138,35,1,0,1,0,0,1,0
food,15.1,91.583,OUT017,1,1,539.298,15,2,0,1,0,0,1,0
food,13.65,114.8834,OUT018,1,2,1612.5676,13,1,1,0,1,0,1,0
food,12.792854228644991,141.418,OUT019,2,0,559.272,37,1,0,0,0,0,1,0
food,12.792854228644991,181.466,OUT019,2,0,179.766,37,2,0,0,0,0,1,0
food,5.985,125.2678,OUT017,1,1,763.0068,15,2,0,1,0,0,1,0
drinks,9.5,189.9872,OUT010,1,2,756.3488,24,0,0,0,0,0,0,0
food,11.15,44.7744,OUT045,1,1,181.0976,20,1,0,1,0,0,1,0
non-consumable,12.792854228644991,188.6214,OUT027,1,2,6029.4848,37,1,0,0,0,1,0,1
non-consumable,18.0,126.8994,OUT046,2,0,3083.9856,25,1,0,1,0,0,0,1
non-consumable,12.792854228644991,56.293,OUT019,2,0,113.186,37,0,0,0,0,0,0,1
drinks,16.2,73.4696,OUT013,0,2,2087.9488,35,1,0,1,0,0,0,0
food,13.15,179.7976,OUT049,1,0,2535.3664,23,1,0,1,0,0,1,0
non-consumable,20.6,148.4392,OUT013,0,2,1789.6704,35,1,0,1,0,0,0,1
food,11.395,234.6616,OUT046,2,0,4687.232,25,2,1,1,0,0,1,0
food,6.78,229.5694,OUT013,0,2,3425.541,35,2,1,1,0,0,1,0
food,8.84,110.7228,OUT049,1,0,1657.842,23,2,1,1,0,0,1,0
food,16.7,184.0292,OUT046,2,0,3101.2964,25,2,0,1,0,0,1,0
food,13.3,63.2536,OUT017,1,1,1347.5792,15,2,1,1,0,0,1,0
food,12.6,102.399,OUT017,1,1,2270.378,15,1,1,1,0,0,1,0
food,7.6,172.3448,OUT035,2,1,2556.672,18,0,1,1,0,0,1,0
food,12.6,170.5764,OUT013,0,2,3779.0808,35,1,1,1,0,0,1,0
food,6.67,90.0514,OUT049,1,0,1505.3738,23,2,1,1,0,0,1,0
non-consumable,10.695,36.7848,OUT035,2,1,782.9808,18,1,0,1,0,0,0,1
food,12.792854228644991,241.1538,OUT019,2,0,480.7076,37,1,0,0,0,0,1,0
food,16.6,173.5738,OUT035,2,1,1911.5118,18,2,0,1,0,0,1,0
food,10.0,127.2994,OUT046,2,0,642.497,25,1,1,1,0,0,1,0
non-consumable,19.1,185.2608,OUT017,1,1,1470.0864,15,2,0,1,0,0,0,1
non-consumable,17.6,161.792,OUT010,1,2,159.792,24,0,0,0,0,0,0,1
drinks,19.5,235.3958,OUT049,1,0,6309.7866,23,2,1,1,0,0,0,0
food,10.1,38.4848,OUT049,1,0,633.8416,23,1,1,1,0,0,1,0
non-consumable,8.6,112.6176,OUT018,1,2,3091.9752,13,2,0,0,1,0,0,1
food,19.7,109.1912,OUT013,0,2,1637.868,35,1,0,1,0,0,1,0
food,15.35,37.219,OUT017,1,1,805.618,15,1,0,1,0,0,1,0
food,5.26,162.6868,OUT017,1,1,3767.0964,15,1,1,1,0,0,1,0
food,9.8,175.337,OUT045,1,1,529.311,20,2,0,1,0,0,1,0
non-consumable,16.5,39.3506,OUT045,1,1,645.1602,20,1,0,1,0,0,0,1
food,10.5,40.1164,OUT035,2,1,849.5608,18,1,0,1,0,0,1,0
non-consumable,13.1,191.353,OUT018,1,2,1328.271,13,1,0,0,1,0,0,1
food,12.792854228644991,98.8358,OUT027,1,2,2010.716,37,1,1,0,0,1,1,0
food,9.3,196.5084,OUT045,1,1,4364.9848,20,1,1,1,0,0,1,0
food,14.3,79.6302,OUT045,1,1,792.302,20,1,0,1,0,0,1,0
food,12.792854228644991,55.7298,OUT027,1,2,2804.3496,37,1,0,0,0,1,1,0
drinks,10.8,240.3564,OUT045,1,1,4290.4152,20,1,0,1,0,0,0,0
food,12.792854228644991,38.1848,OUT019,2,0,37.2848,37,1,1,0,0,0,1,0
food,12.85,157.763,OUT018,1,2,2659.871,13,0,0,0,1,0,1,0
food,6.78,184.624,OUT035,2,1,5406.296,18,2,0,1,0,0,1,0
food,9.195,85.5566,OUT035,2,1,930.1226,18,1,1,1,0,0,1,0
drinks,7.905,229.2694,OUT046,2,0,1826.9552,25,1,0,1,0,0,0,0
food,17.6,115.4176,OUT017,1,1,1145.176,15,1,0,1,0,0,1,0
food,15.7,112.0202,OUT017,1,1,3150.5656,15,2,1,1,0,0,1,0
food,12.792854228644991,83.7566,OUT019,2,0,253.6698,37,1,1,0,0,0,1,0
food,19.2,112.7886,OUT013,0,2,1779.0176,35,2,0,1,0,0,1,0
food,7.405,92.7146,OUT018,1,2,1185.7898,13,1,0,0,1,0,1,0
drinks,19.5,233.9958,OUT010,1,2,467.3916,24,2,1,0,0,0,0,0
food,9.195,78.1644,OUT017,1,1,1414.1592,15,1,1,1,0,0,1,0
food,11.65,151.1024,OUT045,1,1,1518.024,20,0,0,1,0,0,1,0
non-consumable,21.1,146.1786,OUT013,0,2,3034.0506,35,1,0,1,0,0,0,1
non-consumable,8.695,93.2094,OUT017,1,1,666.4658,15,2,0,1,0,0,0,1
food,7.27,89.0488,OUT013,0,2,181.0976,35,1,1,1,0,0,1,0
non-consumable,8.85,105.6964,OUT013,0,2,210.3928,35,1,0,1,0,0,0,1
food,18.6,152.9366,OUT035,2,1,1662.5026,18,1,0,1,0,0,1,0
non-consumable,12.792854228644991,144.6102,OUT027,1,2,3791.0652,37,1,0,0,0,1,0,1
food,9.1,78.7618,OUT049,1,0,402.809,23,1,1,1,0,0,1,0
food,7.975,82.425,OUT049,1,0,749.025,23,1,0,1,0,0,1,0
non-consumable,10.0,121.444,OUT017,1,1,2516.724,15,2,0,1,0,0,0,1
food,6.865,214.0218,OUT046,2,0,5556.7668,25,1,0,1,0,0,1,0
food,16.7,65.5168,OUT035,2,1,1022.6688,18,1,1,1,0,0,1,0
non-consumable,7.285,174.9054,OUT010,1,2,525.3162,24,1,0,0,0,0,0,1
drinks,8.43,196.2768,OUT045,1,1,1576.6144,20,1,0,1,0,0,0,0
food,8.75,187.6556,OUT049,1,0,5257.1568,23,2,1,1,0,0,1,0
food,12.792854228644991,111.1886,OUT027,1,2,4447.544,37,2,0,0,0,1,1,0
non-consumable,12.792854228644991,190.4214,OUT027,1,2,5652.642,37,1,0,0,0,1,0,1
drinks,9.695,177.5344,OUT035,2,1,3033.3848,18,2,0,1,0,0,0,0
food,7.75,35.2558,OUT046,2,0,780.9834,25,2,1,1,0,0,1,0
food,19.75,115.8466,OUT013,0,2,2474.7786,35,1,0,1,0,0,1,0
food,11.8,152.4366,OUT017,1,1,3929.5516,15,1,1,1,0,0,1,0
food,9.8,36.8874,OUT049,1,0,564.5984,23,1,1,1,0,0,1,0
food,7.42,248.0092,OUT013,0,2,1245.046,35,1,0,1,0,0,1,0
drinks,20.75,151.8024,OUT010,1,2,151.8024,24,1,0,0,0,0,0,0
food,12.6,103.999,OUT049,1,0,825.592,23,1,1,1,0,0,1,0
food,19.75,179.566,OUT018,1,2,2696.49,13,1,1,0,1,0,1,0
food,10.895,122.973,OUT013,0,2,1231.73,35,1,1,1,0,0,1,0
food,16.6,53.5614,OUT018,1,2,939.4438,13,1,0,0,1,0,1,0
food,6.765,105.3306,OUT017,1,1,2090.612,15,2,1,1,0,0,1,0
food,13.1,175.8054,OUT045,1,1,2801.6864,20,1,0,1,0,0,1,0
non-consumable,12.792854228644991,89.5514,OUT027,1,2,3364.9532,37,1,0,0,0,1,0,1
food,6.155,213.956,OUT017,1,1,2343.616,15,2,1,1,0,0,1,0
non-consumable,10.65,164.1526,OUT046,2,0,1808.9786,25,1,0,1,0,0,0,1
food,12.792854228644991,197.9084,OUT019,2,0,992.042,37,2,0,0,0,0,1,0
food,20.25,241.8538,OUT046,2,0,5768.4912,25,1,1,1,0,0,1,0
food,20.5,106.0596,OUT035,2,1,970.7364,18,2,0,1,0,0,1,0
food,11.8,176.8344,OUT013,0,2,3568.688,35,1,1,1,0,0,1,0
food,15.0,120.0414,OUT013,0,2,3533.4006,35,1,0,1,0,0,1,0
food,13.15,180.7976,OUT013,0,2,6157.3184,35,1,0,1,0,0,1,0
food,15.5,198.9768,OUT018,1,2,4729.8432,13,2,1,0,1,0,1,0
food,12.792854228644991,260.6278,OUT027,1,2,9371.8008,37,1,0,0,0,1,1,0
food,11.6,81.7276,OUT017,1,1,1949.4624,15,2,1,1,0,0,1,0
food,14.35,231.8984,OUT049,1,0,4633.968,23,2,1,1,0,0,1,0
food,13.15,182.695,OUT045,1,1,4211.185,20,1,0,1,0,0,1,0
food,10.895,121.673,OUT035,2,1,1970.768,18,1,1,1,0,0,1,0
non-consumable,10.1,199.5084,OUT017,1,1,3372.9428,15,1,0,1,0,0,0,1
drinks,18.7,50.8324,OUT017,1,1,934.7832,15,1,0,1,0,0,0,0
non-consumable,12.15,224.0404,OUT049,1,0,3375.606,23,0,0,1,0,0,0,1
